EID,Title,Authors,Year,DOI,Abstract
2-s2.0-85065035845,Preface,"Hans P.A. Van Dongen, Paul Whitney, John M. Hinson, Kimberly A. Honn, Michael W.L. Chee",2019,10.1016/S0079-6123(19)30126-8,
2-s2.0-85064659416,On the relevance of cognitive neuroscience for community of inquiry,"Mark Weinstein, Dan Fisherman",2019,10.12957/childphilo.2019.37513,
2-s2.0-85064499190,Thirty Years Beyond Sign Language Computing: Retrospect and Prospect 手语计算30年:回顾与展望,"Deng Feng Yao, Ming Hu Jiang, Hong Bao, Han Jing Li, Abudoukelimu Abulizi",2019,10.11897/SP.J.1016.2019.00111,
2-s2.0-85064359274,Cognitive neuroscience of creativity,Kazutaka Ueda,2019,10.1007/978-3-030-02209-9_4,
2-s2.0-85064230441,"Efficient projection onto the ℓ ∞,1 mixed-norm ball using a newton root search method","Gustavo Chau, Brendt Wohlberg, Paul Rodriguez",2019,10.1137/18M1212525,
2-s2.0-85064053764,Basic and applied science interactions in fatigue understanding and risk mitigation,"Glenn Gunzelmann, Stephen M. James, Jo Lynn Caldwell",2019,10.1016/bs.pbr.2019.03.022,
2-s2.0-85064009653,"ComPasS: An open-source, general-purpose software toolkit for computational psychiatry","Ali Yousefi, Angelique C. Paulk, Ishita Basu, Jonathan L. Mirsky, Darin D. Dougherty, Emad N. Eskandar, Uri T. Eden, Alik S. Widge",2019,10.3389/fnins.2018.00957,
2-s2.0-85063631374,A four-dimensional spherical model of interaction between color and emotional semantics,"Andrey A. Kiselnikov, Arkadii A. Sergeev, Dmitriy A. Vinitskiy",2019,10.11621/pir.2019.0104,
2-s2.0-85063006786,A Pedagogical Model for CyberParks,"Philip Bonanno, Michal Klichowski, Penelope Lister",2019,10.1007/978-3-030-13417-4_23,
2-s2.0-85062170193,Positive emotions have a unique capacity to capture attention,Rashmi Gupta,2019,10.1016/bs.pbr.2019.02.001,
2-s2.0-85061726699,Action alignment from gaze cues in human-human and human-robot interaction,"Nuno Ferreira Duarte, Mirko Raković, Jorge Marques, José Santos-Victor",2019,10.1007/978-3-030-11015-4_17,
2-s2.0-85061709931,Subitizing with variational autoencoders,"Rijnder Wever, Tom F.H. Runia",2019,10.1007/978-3-030-11015-4_47,
2-s2.0-85060724013,Reduced higher dimensional temporal dynamism in neurofibromatosis type 1,"Eva Mennigen, Peter Schuette, Ariana Vajdi, Laura Pacheco, Tena Rosser, Carrie E. Bearden",2019,10.1016/j.nicl.2019.101692,
2-s2.0-85059971359,Lost in translation,"Parashkev Nachev, Geraint Rees, Richard Frackowiak",2019,10.12688/f1000research.15020.2,
2-s2.0-85059443908,Empathy: An essential tool in any doctor’s skillset,"E. Archer, R. Turner",2019,10.7196/SAMJ.2019.v109i1.13732,
2-s2.0-85059348050,Training attention for conscious non-REM sleep: The yogic practice of yoga-nidrā and its implications for neuroscience research,Stephen Parker,2019,10.1016/bs.pbr.2018.10.016,
2-s2.0-85058872005,Can delay discounting deliver on the promise of RDoC?,"Karolina M. Lempert, Joanna E. Steinglass, Anthony Pinto, Joseph W. Kable, Helen Blair Simpson",2019,10.1017/S0033291718001770,
2-s2.0-85058752108,How can transcranial magnetic stimulation be used to causally manipulate memory representations in the human brain?,"Morgan L. Widhalm, Nathan S. Rose",2019,10.1002/WCS.1469,
2-s2.0-85058635370,A Sensing Framework for Indoor Spatial Awareness for Blind and Visually Impaired Users,"Zhuorui Yang, Aura Ganz",2019,10.1109/ACCESS.2018.2886308,
2-s2.0-85058533054,Overview of MEG,"Seppo P. Ahlfors, Maria Mody",2019,10.1177/1094428116676344,
2-s2.0-85057854964,Neural response during emotion regulation in monozygotic twins at high familial risk of affective disorders,"Iselin Meluken, Ninja Meinhard Ottesen, K. Luan Phan, Phillipe R. Goldin, Martina Di Simplicio, Julian Macoveanu, Hartwig Roman Siebner, Lars Vedel Kessing, Maj Vinberg, Kamilla Woznica Miskowiak",2019,10.1016/j.nicl.2018.11.008,
2-s2.0-85057231355,When translational neuroscience fails in the clinic: Dexamethasone prior to virtual reality exposure therapy increases drop-out rates,"Jessica L. Maples-Keller, Tanja Jovanovic, Boadie W. Dunlop, Sheila Rauch, Carly Yasinski, Vasiliki Michopoulos, Callan Coghlan, Seth Norrholm, Albert Skip Rizzo, Kerry Ressler, Barbara O. Rothbaum",2019,10.1016/j.janxdis.2018.10.006,
2-s2.0-85057173266,How do psychedelics work?,Robin L. Carhart-Harris,2019,10.1097/YCO.0000000000000467,
2-s2.0-85056859237,Large-scale brain functional network topology disruptions underlie symptom heterogeneity in children with attention-deficit/hyperactivity disorder,"Xing Qian, Francisco Xavier Castellanos, Lucina Q. Uddin, Beatrice Rui Yi Loo, Siwei Liu, Hui Li Koh, Xue Wei Wendy Poh, Daniel Fung, Cuntai Guan, Tih Shih Lee, Choon Guan Lim, Juan Zhou",2019,10.1016/j.nicl.2018.11.010,
2-s2.0-85056712337,Social Cognition 2.0: An Interactive Memory Systems Account,David M. Amodio,2019,10.1016/j.tics.2018.10.002,
2-s2.0-85056278155,How attention networks can inform research in information systems,"Colin Conrad, Aaron Newman",2019,10.1007/978-3-030-01087-4_19,
2-s2.0-85055999466,Neuroscience of Virtual Reality: From Virtual Exposure to Embodied Medicine,"Giuseppe Riva, Brenda K. Wiederhold, Fabrizia Mantovani",2019,10.1089/cyber.2017.29099.gri,
2-s2.0-85055625248,The importance of recurrent top-down synaptic connections for the anticipation of dynamic emotions,"Martial Mermillod, Yannick Bourrier, Erwan David, Louise Kauffmann, Alan Chauvin, Nathalie Guyader, Frédéric Dutheil, Carole Peyrin",2019,10.1016/j.neunet.2018.09.007,
2-s2.0-85054137677,Exoskeletons as mechatronic design example,"Hannes Bleuler, Tristan Vouga, Amalric Ortlieb, Romain Baud, Jemina Fasola, Jeremy Olivier, Solaiman Shokur, Mohamed Bouri",2019,10.1007/978-3-030-00329-6_13,
2-s2.0-85053907386,Decoding the neural representation of self and person knowledge with multivariate pattern analysis and data-driven approaches,"Dylan D. Wagner, Robert S. Chavez, Timothy W. Broom",2019,10.1002/wcs.1482,
2-s2.0-85050503945,Clarifying cognitive control and the controllable connectome,John D. Medaglia,2019,10.1002/wcs.1471,
2-s2.0-85049975430,The Decision Decoding ToolBOX (DDTBOX) – A Multivariate Pattern Analysis Toolbox for Event-Related Potentials,"Stefan Bode, Daniel Feuerriegel, Daniel Bennett, Phillip M. Alday",2019,10.1007/s12021-018-9375-z,
2-s2.0-85049808892,The cerebellum and cognition,Jeremy D. Schmahmann,2019,10.1016/j.neulet.2018.07.005,
2-s2.0-85042614156,Non-invasive imaging modalities to study neurodegenerative diseases of aging brain,"Ramesh Naidu Annavarapu, Srujana Kathi, Vamsi Krishna Vadla",2019,10.1016/j.jchemneu.2018.02.006,
2-s2.0-0001165647,Understanding implicit memory: A cognitive neuroscience approach,Daniel L. Schacter,2019,10.4324/9781315782119-14,
2-s2.0-85060997901,Application of Magnetoencephalography for Diagnostic of Brain Pathologies and Studying Cognitive Brain Abilities,Alexander N. Pisarchik,2018,10.1109/DCNAIR.2018.8589223,
2-s2.0-85066335169,Neural Intrinsic Timescales in the Macaque Dorsal Premotor Cortex Predict the Strength of Spatial Response Coding,"Rossella Cirillo, Valeria Fascianelli, Lorenzo Ferrucci, Aldo Genovesio",2018,10.1016/j.isci.2018.11.033,
2-s2.0-85059025209,Interpersonal influences on body representations in the infant brain,"Ashley R. Drew, Andrew N. Meltzoff, Peter J. Marshall",2018,10.3389/fpsyg.2018.02601,
2-s2.0-85062833446,Actor and Observer: Joint Modeling of First and Third-Person Videos,"Gunnar A. Sigurdsson, Abhinav Gupta, Cordelia Schmid, Ali Farhadi, Karteek Alahari",2018,10.1109/CVPR.2018.00772,
2-s2.0-85030635670,Understanding psychiatric disorder by capturing ecologically relevant features of learning and decision-making,"Jacqueline Scholl, Miriam Klein-Flügge",2018,10.1016/j.bbr.2017.09.050,
2-s2.0-85058460553,Inaugural annual special section of the intellectual and developmental disabilities research centers: Developmental cognitive neuroscience and neurodevelopmental disorders,"Shafali Spurling Jeste, Charles A. Nelson",2018,10.1186/s11689-018-9258-5,
2-s2.0-85057440142,The dynamics of creative ideation: Introducing a new assessment paradigm,Baptiste Barbot,2018,10.3389/fpsyg.2018.02529,
2-s2.0-85083253940,Cognitive Control at Age 3: Evaluating Executive Functions in an Equitable Montessori Preschool,"Jessica Phillips-Silver, María Teresa Daza",2018,10.3389/feduc.2018.00106,
2-s2.0-85076665870,Introduction to this special issue: The cognitive neuroscience of reading,"Russell A. Poldrack, Rebecca Sandak",2018,10.4324/9780203764442-1,
2-s2.0-85076650680,The cognitive neuroscience of reading: A special issue of scientific studies of reading,"Russell A. Poldrack, Rebecca Sandak",2018,10.4324/9780203764442,
2-s2.0-85114023286,The Value of the Lens Model Paradigm in Neuropsychological Assessment The Value of the Lens Model Paradigm in Neuropsychological Assessment,Martin Peper,2018,10.1024/1016-264X/a000235,
2-s2.0-85058945086,Atypical anxiety-related amygdala reactivity and functional connectivity in Sant Mat meditation,"Chenyi Chen, Yu Chun Chen, Kuan Ling Chen, Yawei Cheng",2018,10.3389/fnbeh.2018.00298,
2-s2.0-85102862814,Educational App-Development needs to be informed by the Cognitive Neurosciences of Learning & Memory,"T. P. Reber, N. Rothen",2018,10.1038/s41539-018-0039-4,
2-s2.0-85077439251,Preliminary steps towards a cognitive theory of fiction and its effects,Gianluca Consoli,2018,10.1007/s41809-018-0019-5,
2-s2.0-85070360944,Human vision reconstruction using brain activity profiles,"K. Rathi, V. Gomathi",2018,10.1109/CCAA.2018.8777542,
2-s2.0-85065575531,"Open science, fair science Open science, fair science: Garantire la trasparenza della scienza attraverso l'organizzazione della pratica quotidiana in laboratorio",Davide Crepaldi,2018,10.1421/92987,
2-s2.0-85064210161,"Empathy: Concepts, theories and neuroscientific basis Empatija: Koncepti, teorije i neuroznanost","Josip Bošnjaković, Tanja Radionov",2018,10.20471/dec.2018.54.02.04,
2-s2.0-85056803439,Resolving laminar activation in human V1 using ultra-high spatial resolution fMRI at 7T,"Sriranga Kashyap, Dimo Ivanov, Martin Havlicek, Shubharthi Sengupta, Benedikt A. Poser, Kâmil Uludağ",2018,10.1038/s41598-018-35333-3,
2-s2.0-85056615839,Reduced delta-band modulation underlies the loss of P300 responses in disorders of consciousness,"Gonzalo Rivera-Lillo, Daniel Rojas-Líbano, Pablo Burgos, Jose I. Egaña, Srivas Chennu, Pedro E. Maldonado",2018,10.1016/j.clinph.2018.09.104,
2-s2.0-85056082020,"Erratum to: Maintenance, reserve and compensation: the cognitive neuroscience of healthy ageing (Nature Reviews Neuroscience, (2018), 19, 11, (701-710), 10.1038/s41583-018-0068-2)","Roberto Cabeza, Marilyn Albert, Sylvie Belleville, Fergus I.M. Craik, Audrey Duarte, Cheryl L. Grady, Ulman Lindenberger, Lars Nyberg, Denise C. Park, Patricia A. Reuter-Lorenz, Michael D. Rugg, Jason Steffener, M. Natasha Rajah",2018,10.1038/s41583-018-0086-0,
2-s2.0-85055257454,Cognitive Deficits in Multiple Sclerosis: Recent Advances in Treatment and Neurorehabilitation,"Arseny A. Sokolov, Petr Grivaz, Riley Bove",2018,10.1007/s11940-018-0538-x,
2-s2.0-85053505607,Human infant imitation as a social survival circuit,"Andrew N. Meltzoff, Peter J. Marshall",2018,10.1016/j.cobeha.2018.09.006,
2-s2.0-85053355380,Modelling the Human Cortex in Three Dimensions,"Esther Kuehn, Martin I. Sereno",2018,10.1016/j.tics.2018.08.010,
2-s2.0-85051562370,The Teaching Instinct,"Cecilia I. Calero, A. P. Goldin, M. Sigman",2018,10.1007/s13164-018-0383-6,
2-s2.0-85051072869,No evidence for confounding orientation-dependent fixational eye movements under baseline conditions,"Jordy Thielen, Rob van Lier, Marcel van Gerven",2018,10.1038/s41598-018-30221-2,
2-s2.0-85051058529,Nature and nurture effects on the spatiality of the mental time line,"Filomena Anelli, Gregory Peters-Founshtein, Yaen Shreibman, Elior Moreh, Chiara Forlani, Francesca Frassinetti, Shahar Arzy",2018,10.1038/s41598-018-29584-3,
2-s2.0-85050792303,Sustainability management: research insights from social cognitive neuroscience,Paul McDonald,2018,10.1002/bse.2184,
2-s2.0-85049956338,Integrated deep visual and semantic attractor neural networks predict fMRI pattern-information along the ventral object processing pathway,"Barry J. Devereux, Alex Clarke, Lorraine K. Tyler",2018,10.1038/s41598-018-28865-1,
2-s2.0-85048827378,Automatic detection advantage of network information among Internet addicts: Behavioral and ERP evidence,"Jinbo He, Yang Zheng, Yufeng Nie, Zongkui Zhou",2018,10.1038/s41598-018-25442-4,
2-s2.0-85048067048,The neural representation of social networks,"Miriam E. Weaverdyck, Carolyn Parkinson",2018,10.1016/j.copsyc.2018.05.009,
2-s2.0-85046756270,Unconscious psychological treatments for physiological survival circuits,"Vincent Taschereau-Dumouchel, Ka Yuet Liu, Hakwan Lau",2018,10.1016/j.cobeha.2018.04.010,
2-s2.0-85045687056,Future research directions at the intersection between cognitive neuroscience research and auditors’ professional skepticism,"Carmen Olsen, Anna Gold",2018,10.1016/j.acclit.2018.03.006,
2-s2.0-85044963341,On the relation between theory of mind and executive functioning: A developmental cognitive neuroscience perspective,"Mark Wade, Heather Prime, Jennifer M. Jenkins, Keith O. Yeates, Tricia Williams, Kang Lee",2018,10.3758/s13423-018-1459-0,
2-s2.0-85042224036,Multiple Kernel Learning Model for Relating Structural and Functional Connectivity in the Brain,"Sriniwas Govinda Surampudi, Shruti Naik, Raju Bapi Surampudi, Viktor K. Jirsa, Avinash Sharma, Dipanjan Roy",2018,10.1038/s41598-018-21456-0,
2-s2.0-85042101482,The Caveats of observing Inter-Trial Phase-Coherence in Cognitive Neuroscience,"Rosanne Maria Van Diepen, Ali Mazaheri",2018,10.1038/s41598-018-20423-z,
2-s2.0-85041550563,Integrating predictive frameworks and cognitive models of face perception,"Sabrina Trapp, Stefan R. Schweinberger, William G. Hayward, Gyula Kovács",2018,10.3758/s13423-018-1433-x,
2-s2.0-85040974907,Unscripted Responsible Research and Innovation: Adaptive space creation by an emerging RRI practice concerning juvenile justice interventions,"Irja Marije de Jong, Frank Kupper, Jacqueline Broerse",2018,10.1186/s40504-018-0066-1,
2-s2.0-85053042408,An fMRI study of theory of mind in individuals with first episode psychosis,"Cali F. Bartholomeusz, Eleni P. Ganella, Sarah Whittle, Kelly Allott, Andrew Thompson, Ahmad Abu-Akel, Henrik Walter, Patrick McGorry, Eóin Killackey, Christos Pantelis, Stephen J. Wood",2018,10.1016/j.pscychresns.2018.08.011,
2-s2.0-85058982952,Can your DNA influence your bet-placing? The impact of cannabinoid receptor 1 gene on gambling tasks,"Huihui Qin, Jianmin Zeng, Hong Chen, Ling Deng, Li Su",2018,10.3389/fnhum.2018.00458,
2-s2.0-85084105852,From Aristotle to Cognitive Neuroscience,Grant Gillett,2018,10.1007/978-3-319-93635-2,
2-s2.0-85031106041,Characterizing neurocognitive late effects in childhood leukemia survivors using a combination of neuropsychological and cognitive neuroscience measures,"Ellen Van Der Plas, Lauren Erdman, Brian J. Nieman, Rosanna Weksberg, Darci T. Butcher, Deborah L. O’connor, Susanne Aufreiter, Johann Hitzler, Sharon L. Guger, Russell J. Schachar, Shinya Ito, Brenda J. Spiegler",2018,10.1080/09297049.2017.1386170,
2-s2.0-85026882936,"Greater delay discounting among girls, but not boys, with ADHD correlates with cognitive control","Connor H.G. Patros, Kristie L. Sweeney, E. Mark Mahone, Stewart H. Mostofsky, Keri S. Rosch",2018,10.1080/09297049.2017.1359525,
2-s2.0-85058131210,Joint Action with Icub: A Successful Adaptation of a Paradigm of Cognitive Neuroscience in HRI,"J. Pérez-Osorio, D. De Tommaso, E. Baykara, A. Wykowska",2018,10.1109/ROMAN.2018.8525536,
2-s2.0-85057209797,Item-wise interindividual brain-behavior correlation in task neuroimaging analysis,"Xinlin Zhou, Mengyi Li, Hantao Zhou, Leinian Li, Jiaxin Cui",2018,10.3389/fnins.2018.00817,
2-s2.0-85057105540,A neurobiologically constrained cortex model of semantic grounding with spiking neurons and brain-like connectivity,"Rosario Tomasello, Max Garagnani, Thomas Wennekers, Friedemann Pulvermüller",2018,10.3389/fncom.2018.00088,
2-s2.0-85055740630,Cognitive Neuroscience: Functional Specialization in Human Cerebellum,Michael A. Silver,2018,10.1016/j.cub.2018.09.017,
2-s2.0-85048361718,Grasping the world from a cockpit: perspectives on embodied neural mechanisms underlying human performance and ergonomics in aviation context,"Mariateresa Sestito, John Flach, Assaf Harel",2018,10.1080/1463922X.2018.1474504,
2-s2.0-85042086987,Theory of mind: The state of the art*,Henry M. Wellman,2018,10.1080/17405629.2018.1435413,
2-s2.0-85056515788,A methodological dilemma for investigating consciousness empirically,Tobias Schlicht,2018,10.1016/j.concog.2018.11.002,
2-s2.0-85056268933,What can food-image tasks teach us about anorexia nervosa? A systematic review,"E. Caitlin Lloyd, Joanna E. Steinglass",2018,10.1186/s40337-018-0217-z,
2-s2.0-85056222109,Evolutionary diversity as a catalyst for biological discovery,"Zachary V. Johnson, Larry J. Young",2018,10.1111/1749-4877.12339,
2-s2.0-85055747533,On variability & human consciousness,Brian B. Boutwell,2018,10.1016/j.heliyon.2018.e00905,
2-s2.0-85055674418,How to Resolve Controversies in Cognitive Training: Let the Data Speak!,Robert M. Bilder,2018,10.1016/j.bpsc.2018.09.010,
2-s2.0-85055464744,Syntactical regularities of action sequences in the infant brain: when structure matters,"Laura Maffongelli, Katharina Antognini, Moritz M. Daum",2018,10.1111/desc.12682,
2-s2.0-85055019383,A comparison of predictive spatial augmented reality cues for procedural tasks,"Benjamin Volmer, James Baumeister, Stewart Von Itzstein, Ina Bornkessel-Schlesewsky, Matthias Schlesewsky, Mark Billinghurst, Bruce H. Thomas",2018,10.1109/TVCG.2018.2868587,
2-s2.0-85054765341,"Maintenance, reserve and compensation: the cognitive neuroscience of healthy ageing","Roberto Cabeza, Marilyn Albert, Sylvie Belleville, Fergus I.M. Craik, Audrey Duarte, Cheryl L. Grady, Ulman Lindenberger, Lars Nyberg, Denise C. Park, Patricia A. Reuter-Lorenz, Michael D. Rugg, Jason Steffener, M. Natasha Rajah",2018,10.1038/s41583-018-0068-2,
2-s2.0-85054715240,"Diffuse low-grade glioma, oncological outcome and quality of life: A surgical perspective",Hugues Duffau,2018,10.1097/CCO.0000000000000483,
2-s2.0-85053208853,Process-Specific Alliances (PSAs) in Cognitive Neuroscience,"Roberto Cabeza, Matthew L. Stanley, Morris Moscovitch",2018,10.1016/j.tics.2018.08.005,
2-s2.0-85050274807,Cognitive neuroscience using wearable magnetometer arrays: Non-invasive assessment of language function,"Tim M. Tierney, Niall Holmes, Sofie S. Meyer, Elena Boto, Gillian Roberts, James Leggett, Sarah Buck, Leonardo Duque-Muñoz, Vladimir Litvak, Sven Bestmann, Torsten Baldeweg, Richard Bowtell, Matthew J. Brookes, Gareth R. Barnes",2018,10.1016/j.neuroimage.2018.07.035,
2-s2.0-85056880725,Expedition cognition: A review and prospective of subterranean neuroscience with spaceflight applications,"Nicolette B. Mogilever, Lucrezia Zuccarelli, Ford Burles, Giuseppe Iaria, Giacomo Strapazzon, Loredana Bessone, Emily B.J. Coffey",2018,10.3389/fnhum.2018.00407,
2-s2.0-85055788085,"Cognitive involvement in balance, gait and dual-tasking in aging: A focused review from a neuroscience of aging perspective","Karen Z.H. Li, Louis Bherer, Anat Mirelman, Inbal Maidan, Jeffrey M. Hausdorff",2018,10.3389/fneur.2018.00913,
2-s2.0-85066317322,Neurolinguistics Research Advancing Development of a Direct-Speech Brain-Computer Interface,"Ciaran Cooney, Raffaella Folli, Damien Coyle",2018,10.1016/j.isci.2018.09.016,
2-s2.0-85056625391,Preparation-Free Measurement of Event-Related Potential in Oddball Tasks from Hairy Parts Using Candle-Like Dry Microneedle Electrodes,"Y. Yoshida, Y. Kudo, E. Hoshino, Y. Minagawa, N. Miki",2018,10.1109/EMBC.2018.8513178,
2-s2.0-85055039022,Navigating Social Space,"Matthew Schafer, Daniela Schiller",2018,10.1016/j.neuron.2018.10.006,
2-s2.0-85063203578,"Relations between behavioral inhibition, cognitive control, and anxiety: Novel insights provided by parsing subdomains of cognitive control","George A. Buzzell, Sonya V. Troller-Renfree, Santiago Morales, Nathan A. Fox",2018,10.1007/978-3-319-98077-5_10,
2-s2.0-85056873844,Differences in neurocognitive mechanisms underlying the processing of center-embedded and non–embedded musical structures,"Xie Ma, Nai Ding, Yun Tao, Yu Fang Yang",2018,10.3389/fnhum.2018.00425,
2-s2.0-85044115990,"Selective attention, working memory, and executive function as potential independent sources of cognitive dysfunction in schizophrenia","James M. Gold, Benjamin Robinson, Carly J. Leonard, Britta Hahn, Shuo Chen, Robert P. McMahon, Steven J. Luck",2018,10.1093/schbul/sbx155,
2-s2.0-85049602665,The emotional ecology of school improvement culture: Charged meanings and common moral purpose,Peter Demerath,2018,10.1108/JEA-01-2018-0014,
2-s2.0-85040110264,Outlook on deep neural networks in computational cognitive neuroscience,"Brandon M. Turner, Steven Miletić, Birte U. Forstmann",2018,10.1016/j.neuroimage.2017.12.078,
2-s2.0-85028342353,Principles for models of neural information processing,Kendrick N. Kay,2018,10.1016/j.neuroimage.2017.08.016,
2-s2.0-85028304036,Ghosts in machine learning for cognitive neuroscience: Moving from data to theory,"Thomas Carlson, Erin Goddard, David M. Kaplan, Colin Klein, J. Brendan Ritchie",2018,10.1016/j.neuroimage.2017.08.019,
2-s2.0-85054486857,Task-specificity of muscular responses during motor imagery: Peripheral physiological effects and the legacy of Edmund Jacobson,"Jörn Munzert, Britta Krüger",2018,10.3389/fpsyg.2018.01869,
2-s2.0-85058288025,Considering gut biofeedback for emotion regulation,Jelena Mladenović,2018,10.1145/3267305.3267686,
2-s2.0-85055024737,Why our brains love arts and crafts implications of creative practices on psychophysical well-being,"Minna Huotilainen, Mimmu Rankanen, Camilla Groth, Pirita Seitamaa-Hakkarainen, Maarit Mäkelä",2018,10.7577/formakademisk.1908,
2-s2.0-85067984082,Delusions and prediction error,Philip Corlett,2018,10.1007/978-3-319-97202-2_2,
2-s2.0-85065421629,Delusions in context,Lisa Bortolotti,2018,10.1007/978-3-319-97202-2,
2-s2.0-85054734993,Memory modulation: An introduction to the special issue,Maureen Ritchey,2018,10.1080/17588928.2018.1519531,
2-s2.0-85108569662,"All Of Us, Haunted And Haunting",Marie O’ Rourke,2018,,
2-s2.0-85061967661,Analysis of effect of learning willingness on medical education based on cognitive neuroscience,"Ke Yu, Xiaohong Li, Yihua Du",2018,10.12738/estp.2018.5.048,
2-s2.0-85061898947,Determination and correlation analysis of moral choice influencing factors among ant tribe young intellectuals based on cognitive neuroscience,"Bo Liu, Li Chuan Luo, Qianyin Xiao",2018,10.12738/estp.2018.5.045,
2-s2.0-85061791647,Exploration of experiencing teaching modes of college public english curriculum based on cognitive neuroscience,Feng Gu,2018,10.12738/estp.2018.5.077,
2-s2.0-85061781582,Teaching reform strategies for the college public english course driven by source problems under the cognitive neuroscience view,Jing Xin Li,2018,10.12738/estp.2018.5.066,
2-s2.0-85060337932,The Cognitive Neuroscience of Design Creativity,Leslee Lazar,2018,10.1177/1179069518809664,
2-s2.0-85055523881,Cognitive neuroscience of dyslexia,"Anila M. D’mello, John D.E. Gabrieli",2018,10.1044/2018_LSHSS-DYSLC-18-0020,
2-s2.0-85055421403,Cross-cultural adaptation of the revised neurophysiology of pain questionnaire into brazilian portuguese language Adaptação transcultural do questionário neurofisiológico da dor revisado para língua portuguesa do brasil,"Leandro Alberto Calazans Nogueira, Aline de Oliveira Chaves, Nathalia Oliveira, Renato Santos de Almeida, Felipe José Jandre Reis, Fernanda Guimarães de Andrade, Mark Jon Catley",2018,10.1590/0047-2085000000215,
2-s2.0-85055039888,Response to Ruby et al: On a ‘failed’ attempt to manipulate conscious perception with transcranial magnetic stimulation to prefrontal cortex,"Daniel Bor, Adam B. Barrett, David J. Schwartzman, Anil K. Seth",2018,10.1016/j.concog.2018.07.011,
2-s2.0-85054469445,Right-versus Left-handedness in Behavioral and Cognitive Neuroscience,"Hikari Yamashita, Ayumi Sechi",2018,10.11477/mf.1416201141,
2-s2.0-85053755510,Visual working memory in early development: A developmental cognitive neuroscience perspective,"Aaron T. Buss, Shannon Ross-Sheehy, Greg D. Reynolds",2018,10.1152/jn.00087.2018,
2-s2.0-85052860641,A Novel Method of Emergency Situation Detection for a Brain-Controlled Vehicle by Combining EEG Signals with Surrounding Information,"Luzheng Bi, Huikang Wang, Teng Teng, Cuntai Guan",2018,10.1109/TNSRE.2018.2868486,
2-s2.0-85052787497,"Explaining Children’s Life Outcomes: Parental Socioeconomic Status, Intelligence and Neurocognitive Factors in a Dynamic Life Cycle Model","Elise de Neubourg, Lex Borghans, Karien Coppens, Maria Jansen",2018,10.1007/s12187-017-9481-8,
2-s2.0-85051647589,Extracting multi-mode ERP features using fifth-order nonnegative tensor decomposition,"Deqing Wang, Yongjie Zhu, Tapani Ristaniemi, Fengyu Cong",2018,10.1016/j.jneumeth.2018.07.020,
2-s2.0-85051478969,"Tribute to Glyn W. Humphreys, 1954–2016","Martin Edwards, Monika Harvey, Julie Snowden",2018,10.1016/j.cortex.2018.07.005,
2-s2.0-85051268028,A tour of contemporary color vision research,"Bevil R. Conway, Rhea T. Eskew, Paul R. Martin, Andrew Stockman",2018,10.1016/j.visres.2018.06.009,
2-s2.0-85051110184,Age-related changes in the relationship between visual exploration and hippocampal activity,"Zhong Xu Liu, Kelly Shen, Rosanna K. Olsen, Jennifer D. Ryan",2018,10.1016/j.neuropsychologia.2018.07.032,
2-s2.0-85050911251,An integrated brain–behavior model for working memory,"D. A. Moser, G. E. Doucet, A. Ing, D. Dima, G. Schumann, R. M. Bilder, S. Frangou",2018,10.1038/mp.2017.247,
2-s2.0-85050811963,A Review on the Use of Wearable Functional Near-Infrared Spectroscopy in Naturalistic Environments,"Paola Pinti, Clarisse Aichelburg, Sam Gilbert, Antonia Hamilton, Joy Hirsch, Paul Burgess, Ilias Tachtsidis",2018,10.1111/jpr.12206,
2-s2.0-85048791676,"Elucidating relations between fMRI, ECoG, and EEG through a common natural stimulus","Stefan Haufe, Paul DeGuzman, Simon Henin, Michael Arcaro, Christopher J. Honey, Uri Hasson, Lucas C. Parra",2018,10.1016/j.neuroimage.2018.06.016,
2-s2.0-85048767389,Finding decodable information that can be read out in behaviour,"Tijl Grootswagers, Radoslaw M. Cichy, Thomas A. Carlson",2018,10.1016/j.neuroimage.2018.06.022,
2-s2.0-85045566209,The middle-aged brain: biological sex and sex hormones shape memory circuitry,"Emily G. Jacobs, Jill M. Goldstein",2018,10.1016/j.cobeha.2018.03.009,
2-s2.0-85040989948,Reducing the computational complexity of EEG source localization with cortical patch decomposition and optimal electrode selection,"Seyede Mahya Safavi, Beth Lopour, Pai H. Chou",2018,10.1109/TBME.2018.2793882,
2-s2.0-85040132806,Developmental cognitive neuroscience using latent change score models: A tutorial and applications,"Rogier A. Kievit, Andreas M. Brandmaier, Gabriel Ziegler, Anne Laura van Harmelen, Susanne M.M. de Mooij, Michael Moutoussis, Ian M. Goodyer, Ed Bullmore, Peter B. Jones, Peter Fonagy, Ulman Lindenberger, Raymond J. Dolan",2018,10.1016/j.dcn.2017.11.007,
2-s2.0-85035219587,Current methods and limitations for longitudinal fMRI analysis across development,"Tara Madhyastha, Matthew Peverill, Natalie Koh, Connor McCabe, John Flournoy, Kate Mills, Kevin King, Jennifer Pfeifer, Katie A. McLaughlin",2018,10.1016/j.dcn.2017.11.006,
2-s2.0-85034787850,Test-retest reliability of longitudinal task-based fMRI: Implications for developmental studies,"Megan M. Herting, Prapti Gautam, Zhanghua Chen, Adam Mezher, Nora C. Vetter",2018,10.1016/j.dcn.2017.07.001,
